real_time (FISH eff (FISH)     
--------------- ---------------
   1.100526e-09    3.607327e-04
   8.125776e-04    7.154068e-03
   1.655538e-03    1.389153e-02
   2.498423e-03    2.025542e-02
   3.341383e-03    2.599685e-02
   4.184340e-03    3.114426e-02
   5.027295e-03    3.585235e-02
   5.870245e-03    3.931410e-02
   6.712580e-03    4.372806e-02
   7.555535e-03    4.816024e-02
   8.398476e-03    5.247237e-02
   9.241403e-03    5.657132e-02
   1.008431e-02    6.026167e-02
   1.092721e-02    6.261593e-02
   1.177010e-02    6.655499e-02
   1.261296e-02    7.021890e-02
   1.345566e-02    7.089781e-02
   1.429847e-02    7.434876e-02
   1.514127e-02    7.767374e-02
   1.598406e-02    8.103881e-02
   1.682683e-02    8.441537e-02
   1.766958e-02    8.769174e-02
   1.851232e-02    9.093014e-02
   1.935505e-02    9.406042e-02
   2.019777e-02    9.720922e-02
   2.104048e-02    1.002709e-01
   2.188316e-02    1.026335e-01
   2.272579e-02    1.047319e-01
   2.356839e-02    1.071742e-01
   2.441092e-02    1.086019e-01
   2.525340e-02    1.120199e-01
   2.609587e-02    1.153232e-01
   2.693831e-02    1.184559e-01
   2.778074e-02    1.205146e-01
   2.862073e-02    1.234783e-01
   2.946294e-02    1.267728e-01
   3.030536e-02    1.298753e-01
   3.114779e-02    1.327317e-01
   3.199022e-02    1.356087e-01
   3.283266e-02    1.383092e-01
   3.367512e-02    1.376260e-01
   3.451759e-02    1.417880e-01
   3.536008e-02    1.446425e-01
   3.620259e-02    1.475416e-01
   3.704512e-02    1.506935e-01
   3.788766e-02    1.537992e-01
   3.873022e-02    1.566526e-01
   3.957280e-02    1.576959e-01
   4.041541e-02    1.610940e-01
   4.125803e-02    1.638272e-01
   4.210067e-02    1.663132e-01
   4.294333e-02    1.686927e-01
   4.378582e-02    1.623716e-01
   4.462847e-02    1.677136e-01
   4.547114e-02    1.713755e-01
   4.631384e-02    1.746651e-01
   4.715655e-02    1.775272e-01
   4.799929e-02    1.802805e-01
   4.884204e-02    1.829752e-01
   4.968480e-02    1.855906e-01
   5.052758e-02    1.875446e-01
   5.136977e-02    1.695648e-01
   5.221199e-02    1.753164e-01
   5.305476e-02    1.798369e-01
   5.389755e-02    1.838645e-01
   5.474036e-02    1.874813e-01
   5.558319e-02    1.908363e-01
   5.642604e-02    1.890829e-01
   5.726893e-02    1.951697e-01
   5.811182e-02    1.987546e-01
   5.895474e-02    2.019527e-01
   5.979767e-02    2.048765e-01
   6.064062e-02    2.076633e-01
   6.148358e-02    2.103547e-01
   6.232656e-02    2.129876e-01
   6.316955e-02    2.154854e-01
   6.401255e-02    2.179172e-01
   6.485555e-02    2.202492e-01
   6.569856e-02    2.223008e-01
   6.654111e-02    2.183892e-01
   6.738421e-02    2.231204e-01
   6.822731e-02    2.262511e-01
